Time,Satellite,Target,Sender,Received Alpha,Received Beta,Receiver,Sent Alpha,Sent Beta
0.000,Sat1,Targ1,,,,,,
1.000,Sat1,Targ1,,,,,,
2.000,Sat1,Targ1,,,,,,
3.000,Sat1,Targ1,,,,,,
4.000,Sat1,Targ1,,,,,,
5.000,Sat1,Targ1,,,,,,
6.000,Sat1,Targ1,,,,,,
7.000,Sat1,Targ1,,,,,,
8.000,Sat1,Targ1,,,,,,
9.000,Sat1,Targ1,,,,,,
10.000,Sat1,Targ1,,,,,,
11.000,Sat1,Targ1,,,,,,
12.000,Sat1,Targ1,,,,Sat2,-0.015,-0.010
13.000,Sat1,Targ1,,,,Sat2,-0.031,0.014
14.000,Sat1,Targ1,,,,Sat2,-0.015,0.016
15.000,Sat1,Targ1,,,,Sat2,0.018,-0.022
16.000,Sat1,Targ1,,,,Sat2,0.028,-0.028
17.000,Sat1,Targ1,,,,Sat2,-0.014,-0.004
18.000,Sat1,Targ1,,,,Sat2,-0.003,0.022
19.000,Sat1,Targ1,,,,Sat2,-0.039,0.009
20.000,Sat1,Targ1,,,,Sat2,0.002,-0.001
21.000,Sat1,Targ1,,,,Sat2,-0.032,-0.003
22.000,Sat1,Targ1,,,,Sat2,-0.001,-0.017
23.000,Sat1,Targ1,,,,Sat2,-0.000,-0.039
24.000,Sat1,Targ1,,,,Sat2,-0.019,-0.008
25.000,Sat1,Targ1,,,,Sat2,-0.031,-0.026
26.000,Sat1,Targ1,,,,Sat2,0.007,0.006
27.000,Sat1,Targ1,,,,Sat2,0.001,-0.001
28.000,Sat1,Targ1,,,,Sat2,-0.010,-0.034
29.000,Sat1,Targ1,,,,Sat2,0.027,-0.027
30.000,Sat1,Targ1,,,,Sat2,0.018,0.019
31.000,Sat1,Targ1,,,,Sat2,-0.009,-0.036
32.000,Sat1,Targ1,,,,Sat2,0.005,0.034
33.000,Sat1,Targ1,,,,Sat2,-0.018,0.010
34.000,Sat1,Targ1,,,,Sat2,-0.028,0.016
35.000,Sat1,Targ1,,,,Sat2,-0.024,0.029
36.000,Sat1,Targ1,Sat2,6.709,6.953,Sat2,-0.019,-0.003
37.000,Sat1,Targ1,Sat2,6.371,6.510,Sat2,-0.026,0.008
38.000,Sat1,Targ1,Sat2,5.964,6.117,Sat2,0.016,-0.030
39.000,Sat1,Targ1,Sat2,5.599,5.697,Sat2,-0.022,-0.013
40.000,Sat1,Targ1,Sat2,5.173,5.273,Sat2,-0.034,-0.013
41.000,Sat1,Targ1,Sat2,4.775,4.841,Sat2,-0.031,0.000
42.000,Sat1,Targ1,Sat2,4.368,4.407,Sat2,-0.024,0.008
43.000,Sat1,Targ1,Sat2,3.942,3.955,Sat2,-0.021,-0.002
44.000,Sat1,Targ1,Sat2,3.506,3.521,Sat2,-0.003,0.015
45.000,Sat1,Targ1,Sat2,3.085,3.073,Sat2,-0.020,0.018
46.000,Sat1,Targ1,Sat2,2.607,2.616,Sat2,-0.011,-0.018
47.000,Sat1,Targ1,Sat2,2.157,2.170,Sat2,-0.038,0.014
48.000,Sat1,Targ1,Sat2,1.673,1.731,Sat2,-0.001,0.007
49.000,Sat1,Targ1,Sat2,1.233,1.234,Sat2,0.000,-0.007
50.000,Sat1,Targ1,Sat2,0.771,0.808,Sat2,-0.003,-0.010
51.000,Sat1,Targ1,Sat2,0.280,0.300,Sat2,-0.021,0.010
52.000,Sat1,Targ1,Sat2,-0.141,-0.180,Sat2,-0.009,0.015
53.000,Sat1,Targ1,Sat2,-0.640,-0.615,Sat2,-0.012,0.009
54.000,Sat1,Targ1,Sat2,-1.088,-1.072,Sat2,0.023,-0.017
55.000,Sat1,Targ1,Sat2,-1.543,-1.543,Sat2,0.014,-0.013
56.000,Sat1,Targ1,Sat2,-1.983,-1.995,Sat2,-0.005,-0.010
57.000,Sat1,Targ1,Sat2,-2.477,-2.448,Sat2,0.018,-0.022
58.000,Sat1,Targ1,Sat2,-2.924,-2.926,Sat2,-0.025,-0.003
59.000,Sat1,Targ1,Sat2,-3.361,-3.351,Sat2,-0.010,-0.000
60.000,Sat1,Targ1,Sat2,-3.830,-3.777,Sat2,-0.024,0.001
61.000,Sat1,Targ1,Sat2,-4.191,-4.251,Sat2,0.010,0.023
62.000,Sat1,Targ1,Sat2,-4.605,-4.658,Sat2,-0.006,0.043
63.000,Sat1,Targ1,Sat2,-5.047,-5.076,Sat2,-0.033,-0.003
64.000,Sat1,Targ1,Sat2,-5.485,-5.559,Sat2,-0.003,-0.011
65.000,Sat1,Targ1,Sat2,-5.859,-5.984,Sat2,-0.018,-0.015
66.000,Sat1,Targ1,Sat2,-6.256,-6.372,Sat2,-0.015,-0.007
67.000,Sat1,Targ1,Sat2,-6.637,-6.791,Sat2,-0.012,-0.017
68.000,Sat1,Targ1,,,,Sat2,-0.017,0.009
69.000,Sat1,Targ1,,,,Sat2,0.004,-0.010
70.000,Sat1,Targ1,,,,Sat2,-0.003,0.006
71.000,Sat1,Targ1,,,,Sat2,-0.029,0.016
72.000,Sat1,Targ1,,,,Sat2,-0.005,0.006
73.000,Sat1,Targ1,,,,Sat2,-0.019,0.033
74.000,Sat1,Targ1,,,,Sat2,-0.056,0.006
75.000,Sat1,Targ1,,,,Sat2,-0.008,-0.011
76.000,Sat1,Targ1,Sat3,6.837,6.999,Sat2,-0.021,0.002
77.000,Sat1,Targ1,Sat3,6.436,6.619,Sat2,-0.005,0.010
78.000,Sat1,Targ1,Sat3,6.033,6.179,Sat2,-0.003,-0.014
79.000,Sat1,Targ1,Sat3,5.643,5.780,Sat2,-0.051,0.013
80.000,Sat1,Targ1,Sat3,5.262,5.339,Sat2,-0.007,-0.008
81.000,Sat1,Targ1,Sat3,4.785,4.926,Sat2,-0.014,0.017
82.000,Sat1,Targ1,Sat3,4.444,4.517,Sat2,-0.028,-0.011
83.000,Sat1,Targ1,Sat3,4.005,4.065,Sat2,-0.026,0.037
84.000,Sat1,Targ1,Sat3,3.560,3.586,Sat2,-0.023,0.007
85.000,Sat1,Targ1,Sat3,3.074,3.173,Sat2,-0.021,0.008
86.000,Sat1,Targ1,Sat3,2.679,2.732,Sat2,-0.009,0.032
87.000,Sat1,Targ1,Sat3,2.194,2.231,Sat2,-0.020,0.018
88.000,Sat1,Targ1,Sat3,1.771,1.773,Sat2,-0.024,-0.035
89.000,Sat1,Targ1,Sat3,1.281,1.368,Sat2,-0.006,-0.018
90.000,Sat1,Targ1,Sat3,0.883,0.882,Sat2,-0.028,0.004
91.000,Sat1,Targ1,Sat3,0.405,0.395,Sat2,-0.020,0.008
92.000,Sat1,Targ1,Sat3,-0.084,-0.038,Sat2,-0.012,0.005
93.000,Sat1,Targ1,Sat3,-0.540,-0.499,Sat3,-0.045,-0.004
94.000,Sat1,Targ1,Sat3,-0.992,-0.954,Sat3,0.001,0.036
95.000,Sat1,Targ1,Sat3,-1.458,-1.426,Sat3,-0.019,-0.011
96.000,Sat1,Targ1,Sat3,-1.909,-1.891,Sat3,-0.028,0.020
97.000,Sat1,Targ1,Sat3,-2.413,-2.348,Sat3,-0.010,-0.028
98.000,Sat1,Targ1,Sat3,-2.832,-2.812,Sat3,-0.023,0.014
99.000,Sat1,Targ1,Sat3,-3.254,-3.272,Sat3,-0.056,0.004
100.000,Sat1,Targ1,Sat3,-3.699,-3.720,Sat3,-0.064,-0.013
